;subprefeitura/zona;valor;secretaria;numero_meta;meta;indicador;codigo_subs;codigo_zonas
707;Casa Verde;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;04;
708;Cidade Ademar;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;16;
709;Cidade Tiradentes;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;31;
710;Ermelino Matarazzo;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;22;
711;Freguesia do Ó/Brasilândia;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;03;
712;Guaianases;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;28;
713;Ipiranga;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;13;
714;Itaim Paulista;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;24;
715;Itaquera;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;27;
716;Jabaquara;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;15;
717;Jaçanã/Tremembé;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;06;
718;Lapa;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;08;
719;M'Boi Mirim;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;18;
720;Mooca;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;25;
721;Parelheiros;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;20;
722;Penha;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;21;
723;Perus;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;01;
724;Pinheiros;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;11;
725;Pirituba/Jaraguá;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;02;
726;Santana/Tucuruvi;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;05;
727;Santo Amaro;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;14;
728;São Mateus;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;30;
729;São Miguel Paulista;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;23;
730;Sapopemba;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;32;
731;Sé;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;09;
732;Vila Maria/Vila Guilherme;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;07;
733;Vila Mariana;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;12;
734;Vila Prudente;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;29;
735;LESTE;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;;2.0
736;NORTE;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;;3.0
737;CENTRO;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;;1.0
738;OESTE;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;;4.0
739;SUL;;SMT, SVMA, SGM;66;Atingir 100% de cumprimento das metas individuais de redução da emissão de poluentes e gases de efeito estufa pela frota de ônibus do transporte público municipal.;Média simples do percentual de cumprimento individual das metas de redução da emissão de cada um dos três componentes mensurados;;5.0
740;Aricanduva/Vila Formosa;8.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;26;
741;Butantã;14.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;10;
742;Campo Limpo;4.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;17;
743;Capela do Socorro;2.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;19;
744;Casa Verde;6.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;04;
745;Cidade Ademar;6.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;16;
746;Cidade Tiradentes;5.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;31;
747;Ermelino Matarazzo;7.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;22;
748;Freguesia do Ó/Brasilândia;17.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;03;
749;Guaianases;4.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;28;
750;Ipiranga;4.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;13;
751;Itaim Paulista;7.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;24;
752;Itaquera;15.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;27;
753;Jabaquara;7.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;15;
754;Jaçanã/Tremembé;0.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;06;
755;Lapa;10.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;08;
756;M'Boi Mirim;0.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;18;
757;Mooca;2.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;25;
758;Parelheiros;0.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;20;
759;Penha;4.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;21;
760;Perus;2.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;01;
761;Pinheiros;4.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;11;
762;Pirituba/Jaraguá;7.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;02;
763;Santana/Tucuruvi;4.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;05;
764;Santo Amaro;4.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;14;
765;São Mateus;17.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;30;
766;São Miguel Paulista;7.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;23;
767;Sapopemba;1.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;32;
768;Sé;8.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;09;
769;Vila Maria/Vila Guilherme;7.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;07;
770;Vila Mariana;2.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;12;
771;Vila Prudente;2.0;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;29;
772;LESTE;;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;;2.0
773;NORTE;;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;;3.0
774;CENTRO;;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;;1.0
775;OESTE;;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;;4.0
776;SUL;;SMS;3.2;Reformar e/ou reequipar 187 equipamentos de saúde no município;Número de equipamentos de saúde reformados e/ou reequipados;;5.0
777;Aricanduva/Vila Formosa;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";26;
778;Butantã;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";10;
779;Campo Limpo;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";17;
780;Capela do Socorro;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";19;
781;Casa Verde;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";04;
782;Cidade Ademar;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";16;
783;Cidade Tiradentes;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";31;
784;Ermelino Matarazzo;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";22;
785;Freguesia do Ó/Brasilândia;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";03;
786;Guaianases;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";28;
787;Ipiranga;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";13;
788;Itaim Paulista;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";24;
789;Itaquera;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";27;
790;Jabaquara;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";15;
791;Jaçanã/Tremembé;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";06;
792;Lapa;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";08;
793;M'Boi Mirim;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";18;
794;Mooca;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";25;
795;Parelheiros;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";20;
796;Penha;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";21;
797;Perus;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";01;
798;Pinheiros;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";11;
799;Pirituba/Jaraguá;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";02;
800;Santana/Tucuruvi;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";05;
801;Santo Amaro;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";14;
802;São Mateus;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";30;
803;São Miguel Paulista;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";23;
804;Sapopemba;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";32;
805;Sé;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";09;
806;Vila Maria/Vila Guilherme;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";07;
807;Vila Mariana;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";12;
808;Vila Prudente;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";29;
809;LESTE;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";;2.0
810;NORTE;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";;3.0
811;CENTRO;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";;1.0
812;OESTE;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";;4.0
813;SUL;;SGM, SMDET;71;Atrair R$ 13 bilhões em investimentos para a cidade.;"Somatória dos recursos financeiros movimentados a partir do estímulo 
público municipal.";;5.0
814;Aricanduva/Vila Formosa;5.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;26;
815;Butantã;1.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;10;
816;Campo Limpo;4.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;17;
817;Capela do Socorro;1.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;19;
818;Casa Verde;1.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;04;
819;Cidade Ademar;0.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;16;
820;Cidade Tiradentes;0.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;31;
821;Ermelino Matarazzo;1.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;22;
822;Freguesia do Ó/Brasilândia;1.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;03;
823;Guaianases;9.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;28;
824;Ipiranga;1.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;13;
825;Itaim Paulista;0.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;24;
826;Itaquera;1.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;27;
827;Jabaquara;0.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;15;
828;Jaçanã/Tremembé;18.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;06;
829;Lapa;4.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;08;
830;M'Boi Mirim;20.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;18;
831;Mooca;0.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;25;
832;Parelheiros;4.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;20;
833;Penha;1.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;21;
834;Perus;12.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;01;
835;Pinheiros;1.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;11;
836;Pirituba/Jaraguá;5.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;02;
837;Santana/Tucuruvi;5.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;05;
838;Santo Amaro;0.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;14;
839;São Mateus;9.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;30;
840;São Miguel Paulista;0.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;23;
841;Sapopemba;34.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;32;
842;Sé;3.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;09;
843;Vila Maria/Vila Guilherme;14.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;07;
844;Vila Mariana;5.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;12;
845;Vila Prudente;0.0;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;29;
846;LESTE;;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;;2.0
847;NORTE;;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;;3.0
848;CENTRO;;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;;1.0
849;OESTE;;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;;4.0
850;SUL;;SIURB;35;Realizar 160 obras de recuperação ou reforço em pontes, viadutos ou túneis.;Unidades estruturais de pontes, viadutos ou túneis que receberam obras de recuperação ou reforço.;;5.0
